ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
195,Quaresma,33,https://cdn.sofifa.org/48/18/players/20775.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,83,Be?ikta? JK,https://cdn.sofifa.org/24/18/teams/327.png,€15.5M,€67K,1962,85,62,91,84,87,79,88,92,89,70,78,12,14,10,5,15,41,24,63,75,83,10,74,75,78,79,83,13,82,69,17,54,80,80,81.0,37.0,52.0,80.0,74.0,20775,81.0,50.0,37.0,74.0,52.0,80.0,81.0,74.0,82.0,57.0,LM RM ,81.0,50.0,37.0,74.0,52.0,80.0,81.0,74.0,82.0,57.0,74.0
196,Y. Touré,34,https://cdn.sofifa.org/48/18/players/20289.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,83,83,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€12.5M,€145K,2161,61,78,58,56,82,83,67,82,78,82,86,13,14,6,12,8,72,60,63,81,80,68,89,80,82,84,86,74,64,73,77,92,85,68,80.0,74.0,77.0,80.0,80.0,20289,80.0,72.0,74.0,80.0,77.0,80.0,77.0,79.0,77.0,73.0,CDM CM ,80.0,72.0,74.0,80.0,77.0,80.0,77.0,79.0,77.0,73.0,79.0
197,Casillas,36,https://cdn.sofifa.org/48/18/players/5479.png,Spain,https://cdn.sofifa.org/flags/45.png,83,83,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€3.5M,€10K,1293,59,23,62,46,23,70,13,25,25,12,13,86,74,58,80,85,25,22,77,22,13,11,24,16,77,21,28,13,57,43,11,70,65,14,,,,,,5479,,,,,,,,,,,GK ,,,,,,,,,,,
198,G. Donnarumma,18,https://cdn.sofifa.org/48/18/players/230621.png,Italy,https://cdn.sofifa.org/flags/27.png,82,94,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€28.5M,€35K,1266,46,30,64,38,28,68,12,12,24,12,14,88,78,72,78,88,12,26,72,24,18,12,24,14,74,34,24,16,54,34,14,72,50,8,,,,,,230621,,,,,,,,,,,GK ,,,,,,,,,,,
199,L. Sané,21,https://cdn.sofifa.org/48/18/players/222492.png,Germany,https://cdn.sofifa.org/flags/21.png,82,91,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€34.5M,€125K,2001,93,58,89,82,84,76,76,82,87,78,62,8,12,9,9,14,72,32,66,64,77,26,63,82,79,75,78,35,94,80,32,70,69,64,80.0,50.0,57.0,81.0,72.0,222492,80.0,59.0,50.0,72.0,57.0,81.0,81.0,80.0,82.0,63.0,LM RW LW ,80.0,59.0,50.0,72.0,57.0,81.0,81.0,80.0,82.0,63.0,80.0
200,T. Bakayoko,22,https://cdn.sofifa.org/48/18/players/219809.png,France,https://cdn.sofifa.org/flags/18.png,82,88,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€26M,€105K,1973,75,85,66,62,78,74,54,49,75,39,37,11,15,11,14,10,72,81,78,78,51,80,45,60,78,80,72,82,72,86,84,82,75,36,71.0,80.0,81.0,69.0,76.0,219809,71.0,78.0,80.0,76.0,81.0,69.0,71.0,65.0,68.0,77.0,CM CDM ,71.0,78.0,80.0,76.0,81.0,69.0,71.0,65.0,68.0,77.0,65.0
201,C. Tolisso,22,https://cdn.sofifa.org/48/18/players/219683.png,France,https://cdn.sofifa.org/flags/18.png,82,89,FC Bayern Munich,https://cdn.sofifa.org/24/18/teams/21.png,€30.5M,€98K,2205,79,81,77,73,80,74,67,66,77,75,73,7,10,14,9,14,82,76,89,82,78,72,70,79,82,85,82,71,69,86,78,81,79,62,79.0,78.0,79.0,79.0,81.0,219683,79.0,76.0,78.0,81.0,79.0,79.0,78.0,79.0,77.0,77.0,CDM CM ,79.0,76.0,78.0,81.0,79.0,79.0,78.0,79.0,77.0,77.0,79.0
202,I. Slimani,29,https://cdn.sofifa.org/48/18/players/217699.png,Algeria,https://cdn.sofifa.org/flags/97.png,82,82,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,€22M,€100K,1988,66,86,64,55,75,79,58,73,74,80,47,10,9,6,15,11,91,54,87,61,71,34,74,85,84,73,78,24,72,87,48,85,72,79,74.0,61.0,63.0,77.0,72.0,217699,74.0,59.0,61.0,72.0,63.0,77.0,74.0,80.0,74.0,61.0,ST ,74.0,59.0,61.0,72.0,63.0,77.0,74.0,80.0,74.0,61.0,80.0
203,N. Fekir,23,https://cdn.sofifa.org/48/18/players/216594.png,France,https://cdn.sofifa.org/flags/18.png,82,85,Olympique Lyonnais,https://cdn.sofifa.org/24/18/teams/66.png,€28M,€70K,2011,79,69,84,91,86,85,73,80,86,78,71,15,9,8,14,15,49,28,69,72,81,24,72,79,76,80,84,30,80,67,33,77,78,74,81.0,48.0,58.0,80.0,74.0,216594,81.0,54.0,48.0,74.0,58.0,80.0,79.0,77.0,81.0,59.0,ST CAM ,81.0,54.0,48.0,74.0,58.0,80.0,79.0,77.0,81.0,59.0,77.0
204,J. Seri,25,https://cdn.sofifa.org/48/18/players/216451.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,82,83,OGC Nice,https://cdn.sofifa.org/24/18/teams/72.png,€26M,€45K,2178,84,73,83,86,84,83,72,77,79,69,81,14,13,9,10,12,60,74,76,84,76,73,67,77,77,87,78,69,77,79,75,72,84,47,81.0,73.0,78.0,79.0,81.0,216451,81.0,76.0,73.0,81.0,78.0,79.0,80.0,75.0,79.0,77.0,CDM CM ,81.0,76.0,73.0,81.0,78.0,79.0,80.0,75.0,79.0,77.0,75.0
205,K. Baldé Diao,22,https://cdn.sofifa.org/48/18/players/215785.png,Senegal,https://cdn.sofifa.org/flags/136.png,82,90,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€32.5M,€46K,1929,93,54,82,77,89,79,75,70,87,79,52,12,8,13,8,15,58,31,66,64,74,17,58,78,76,76,78,28,92,73,29,76,73,68,80.0,46.0,55.0,81.0,72.0,215785,80.0,56.0,46.0,72.0,55.0,81.0,81.0,79.0,82.0,60.0,ST LW ,80.0,56.0,46.0,72.0,55.0,81.0,81.0,79.0,82.0,60.0,79.0
206,J. Tah,21,https://cdn.sofifa.org/48/18/players/213331.png,Germany,https://cdn.sofifa.org/flags/21.png,82,88,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,€26M,€47K,1651,64,70,48,39,64,70,35,30,55,19,27,11,8,7,9,14,80,80,71,69,25,82,38,27,81,74,44,80,78,60,86,91,61,24,57.0,81.0,75.0,54.0,64.0,213331,57.0,73.0,81.0,64.0,75.0,54.0,57.0,52.0,53.0,70.0,CB ,57.0,73.0,81.0,64.0,75.0,54.0,57.0,52.0,53.0,70.0,52.0
207,F. Bernardeschi,23,https://cdn.sofifa.org/48/18/players/212404.png,Italy,https://cdn.sofifa.org/flags/27.png,82,88,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€30.5M,€110K,1995,84,52,85,79,87,83,77,79,86,73,80,14,15,10,13,12,48,34,49,70,82,28,72,80,80,80,80,32,84,83,36,63,78,70,81.0,47.0,59.0,81.0,75.0,212404,81.0,58.0,47.0,75.0,59.0,81.0,81.0,76.0,82.0,63.0,LM CF RM ,81.0,58.0,47.0,75.0,59.0,81.0,81.0,76.0,82.0,63.0,76.0
208,T. Werner,21,https://cdn.sofifa.org/48/18/players/212188.png,Germany,https://cdn.sofifa.org/flags/21.png,82,87,RB Leipzig,https://cdn.sofifa.org/24/18/teams/112172.png,€30.5M,€68K,1901,92,63,79,76,82,70,69,62,81,86,42,9,9,8,15,9,74,37,77,55,67,17,68,85,84,76,74,19,91,78,20,59,57,81,77.0,46.0,53.0,80.0,68.0,212188,77.0,55.0,46.0,68.0,53.0,80.0,78.0,81.0,80.0,59.0,ST ,77.0,55.0,46.0,68.0,53.0,80.0,78.0,81.0,80.0,59.0,81.0
209,André Gomes,23,https://cdn.sofifa.org/48/18/players/211575.png,Portugal,https://cdn.sofifa.org/flags/38.png,82,88,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,€30M,€150K,2087,71,81,67,64,80,78,61,82,81,68,68,12,9,6,14,8,69,76,58,83,73,65,55,77,79,84,80,64,66,78,77,85,83,63,79.0,74.0,78.0,77.0,80.0,211575,79.0,72.0,74.0,80.0,78.0,77.0,76.0,75.0,75.0,73.0,CAM LW CM ,79.0,72.0,74.0,80.0,78.0,77.0,76.0,75.0,75.0,73.0,75.0
210,A. Martial,21,https://cdn.sofifa.org/48/18/players/211300.png,France,https://cdn.sofifa.org/flags/18.png,82,90,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€33M,€115K,2053,92,59,85,82,84,80,73,83,88,81,54,9,8,8,15,11,70,42,80,58,70,35,88,81,81,75,84,38,89,79,39,76,74,74,79.0,55.0,60.0,81.0,72.0,211300,79.0,62.0,55.0,72.0,60.0,81.0,80.0,81.0,82.0,65.0,ST LM ,79.0,62.0,55.0,72.0,60.0,81.0,80.0,81.0,82.0,65.0,81.0
211,L. Goretzka,22,https://cdn.sofifa.org/48/18/players/209658.png,Germany,https://cdn.sofifa.org/flags/21.png,82,88,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,€30M,€46K,2198,83,84,76,72,82,78,73,76,80,71,72,13,8,15,11,9,74,82,67,78,78,73,60,77,83,83,76,78,85,86,78,68,79,68,80.0,77.0,80.0,79.0,81.0,209658,80.0,80.0,77.0,81.0,80.0,79.0,80.0,77.0,79.0,80.0,CDM CAM CM ,80.0,80.0,77.0,81.0,80.0,79.0,80.0,77.0,79.0,80.0,77.0
212,Q. Promes,25,https://cdn.sofifa.org/48/18/players/208808.png,Netherlands,https://cdn.sofifa.org/flags/34.png,82,85,Spartak Moscow,https://cdn.sofifa.org/24/18/teams/100767.png,€28M,€76K,2002,86,60,87,78,82,78,75,75,83,82,76,10,13,6,7,13,60,27,82,69,83,25,72,79,81,76,82,27,91,81,24,61,81,68,81.0,46.0,55.0,81.0,73.0,208808,81.0,56.0,46.0,73.0,55.0,81.0,81.0,78.0,82.0,60.0,LM ST RM ,81.0,56.0,46.0,73.0,55.0,81.0,81.0,78.0,82.0,60.0,78.0
213,Lucas Vázquez,26,https://cdn.sofifa.org/48/18/players/208618.png,Spain,https://cdn.sofifa.org/flags/45.png,82,83,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,€26M,€185K,2005,83,65,82,78,83,72,85,82,82,77,75,9,16,9,9,7,52,44,67,75,78,21,56,81,85,81,77,35,79,90,49,57,82,54,81.0,51.0,63.0,81.0,78.0,208618,81.0,62.0,51.0,78.0,63.0,81.0,82.0,76.0,82.0,67.0,RM RW ,81.0,62.0,51.0,78.0,63.0,81.0,82.0,76.0,82.0,67.0,76.0
214,Saúl,22,https://cdn.sofifa.org/48/18/players/208421.png,Spain,https://cdn.sofifa.org/flags/45.png,82,90,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€32M,€59K,2092,72,66,76,68,84,80,69,63,82,71,60,7,13,12,10,9,83,78,79,80,70,69,54,79,82,85,74,77,73,80,82,76,79,30,80.0,78.0,79.0,79.0,81.0,208421,80.0,78.0,78.0,81.0,79.0,79.0,79.0,77.0,78.0,78.0,RM CM ,80.0,78.0,78.0,81.0,79.0,79.0,79.0,77.0,78.0,78.0,77.0
215,Felipe,28,https://cdn.sofifa.org/48/18/players/207863.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,82,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€18M,€20K,1799,65,84,63,57,64,74,45,32,57,39,30,9,11,14,9,7,82,83,92,70,41,82,47,34,77,75,46,79,70,83,84,78,50,40,59.0,81.0,77.0,56.0,65.0,207863,59.0,75.0,81.0,65.0,77.0,56.0,60.0,57.0,57.0,73.0,CB ,59.0,75.0,81.0,65.0,77.0,56.0,60.0,57.0,57.0,73.0,57.0
216,C. Bacca,30,https://cdn.sofifa.org/48/18/players/207664.png,Colombia,https://cdn.sofifa.org/flags/56.png,82,82,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,€21.5M,€125K,1872,76,62,76,77,81,80,60,72,79,87,58,12,12,8,5,8,76,34,77,50,60,12,80,87,80,72,76,14,78,67,16,74,66,80,75.0,44.0,50.0,78.0,66.0,207664,75.0,49.0,44.0,66.0,50.0,78.0,75.0,80.0,77.0,53.0,ST ,75.0,49.0,44.0,66.0,50.0,78.0,75.0,80.0,77.0,53.0,80.0
217,F. Vázquez,28,https://cdn.sofifa.org/48/18/players/207471.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€22.5M,€27K,1992,62,80,71,48,89,85,73,82,88,77,68,14,15,13,9,7,68,54,49,74,83,33,67,74,81,83,74,37,66,72,40,78,84,79,81.0,57.0,66.0,80.0,78.0,207471,81.0,60.0,57.0,78.0,66.0,80.0,79.0,77.0,79.0,64.0,CF CM CAM ,81.0,60.0,57.0,78.0,66.0,80.0,79.0,77.0,79.0,64.0,77.0
218,M. Kova?i?,23,https://cdn.sofifa.org/48/18/players/207410.png,Croatia,https://cdn.sofifa.org/flags/10.png,82,88,Real Madrid CF,https://cdn.sofifa.org/24/18/teams/243.png,€30M,€150K,2054,85,71,77,70,87,72,73,78,88,62,68,9,5,6,7,7,42,70,63,82,75,52,59,69,68,87,79,63,77,77,69,65,88,76,81.0,65.0,74.0,78.0,81.0,207410,81.0,71.0,65.0,81.0,74.0,78.0,80.0,71.0,79.0,74.0,CDM CM ,81.0,71.0,65.0,81.0,74.0,78.0,80.0,71.0,79.0,74.0,71.0
219,Sergio Rico,23,https://cdn.sofifa.org/48/18/players/206652.png,Spain,https://cdn.sofifa.org/flags/45.png,82,87,Sevilla FC,https://cdn.sofifa.org/24/18/teams/481.png,€21.5M,€16K,1225,50,27,62,43,12,29,17,24,14,14,20,79,80,78,82,83,11,23,63,23,12,18,24,11,80,23,19,11,53,31,11,67,45,15,,,,,,206652,,,,,,,,,,,GK ,,,,,,,,,,,
220,Manu Trigueros,25,https://cdn.sofifa.org/48/18/players/206545.png,Spain,https://cdn.sofifa.org/flags/45.png,82,85,Villarreal CF,https://cdn.sofifa.org/24/18/teams/483.png,€27.5M,€43K,2117,73,68,78,71,84,73,69,78,81,71,69,9,14,12,7,8,76,69,83,82,80,53,65,77,81,86,81,58,73,79,73,63,83,63,81.0,69.0,74.0,80.0,81.0,206545,81.0,71.0,69.0,81.0,74.0,80.0,79.0,77.0,78.0,73.0,CAM CDM CM ,81.0,71.0,69.0,81.0,74.0,80.0,79.0,77.0,78.0,73.0,77.0
221,A. Rüdiger,24,https://cdn.sofifa.org/48/18/players/205452.png,Germany,https://cdn.sofifa.org/flags/21.png,82,86,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€24.5M,€105K,1838,73,89,63,50,68,73,68,34,59,27,56,14,15,10,12,8,78,79,74,65,40,82,40,33,82,70,70,81,75,65,84,83,57,34,59.0,81.0,75.0,58.0,64.0,205452,59.0,76.0,81.0,64.0,75.0,58.0,62.0,58.0,59.0,74.0,RB CB ,59.0,76.0,81.0,64.0,75.0,58.0,62.0,58.0,59.0,74.0,58.0
222,F. Thauvin,24,https://cdn.sofifa.org/48/18/players/204970.png,France,https://cdn.sofifa.org/flags/18.png,82,85,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€28M,€40K,1966,88,56,81,71,83,80,82,80,86,74,54,8,11,14,10,9,69,43,64,75,81,29,57,80,83,81,82,31,77,71,29,62,78,67,81.0,50.0,59.0,81.0,75.0,204970,81.0,59.0,50.0,75.0,59.0,81.0,81.0,78.0,82.0,63.0,RM RW ,81.0,59.0,50.0,75.0,59.0,81.0,81.0,78.0,82.0,63.0,78.0
223,S. Savi?,26,https://cdn.sofifa.org/48/18/players/204639.png,Montenegro,https://cdn.sofifa.org/flags/15.png,82,86,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€24M,€62K,1692,60,83,60,54,66,75,35,34,47,34,28,14,13,14,13,12,81,84,85,69,31,85,37,29,78,67,43,84,65,60,82,77,41,27,53.0,81.0,74.0,52.0,60.0,204639,53.0,72.0,81.0,60.0,74.0,52.0,54.0,53.0,51.0,68.0,CB ,53.0,72.0,81.0,60.0,74.0,52.0,54.0,53.0,51.0,68.0,53.0
224,I?igo Martínez,26,https://cdn.sofifa.org/48/18/players/204525.png,Spain,https://cdn.sofifa.org/flags/45.png,82,86,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,€24M,€37K,1961,70,86,67,64,70,72,51,72,53,42,51,12,16,11,13,11,78,82,89,77,74,85,39,48,75,74,81,84,72,72,81,78,46,37,62.0,81.0,77.0,62.0,67.0,204525,62.0,75.0,81.0,67.0,77.0,62.0,62.0,63.0,60.0,73.0,CB ,62.0,75.0,81.0,67.0,77.0,62.0,62.0,63.0,60.0,73.0,63.0
225,Roque Mesa,28,https://cdn.sofifa.org/48/18/players/204277.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,Swansea City,https://cdn.sofifa.org/24/18/teams/1960.png,€18M,€85K,2009,76,92,77,89,82,79,67,46,72,67,48,15,8,7,11,9,32,81,77,80,54,72,42,67,79,89,63,80,78,92,79,69,75,34,76.0,74.0,81.0,73.0,79.0,204277,76.0,78.0,74.0,79.0,81.0,73.0,77.0,67.0,74.0,80.0,CM CDM ,76.0,78.0,74.0,79.0,81.0,73.0,77.0,67.0,74.0,80.0,67.0
226,A. Florenzi,26,https://cdn.sofifa.org/48/18/players/203551.png,Italy,https://cdn.sofifa.org/flags/27.png,82,84,Roma,https://cdn.sofifa.org/24/18/teams/52.png,€22M,€73K,2265,86,79,87,84,84,79,77,73,79,76,79,9,8,10,11,10,70,77,74,75,82,73,76,82,79,82,82,78,84,90,79,68,75,87,80.0,76.0,79.0,80.0,80.0,203551,80.0,80.0,76.0,80.0,79.0,80.0,81.0,79.0,81.0,80.0,CM RW RB ,80.0,80.0,76.0,80.0,79.0,80.0,81.0,79.0,81.0,80.0,79.0
227,D. Klaassen,24,https://cdn.sofifa.org/48/18/players/203483.png,Netherlands,https://cdn.sofifa.org/flags/34.png,82,85,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€27.5M,€110K,2108,73,76,67,64,81,80,63,62,72,82,44,12,6,13,16,10,74,68,74,75,78,59,75,84,84,83,78,62,73,92,74,74,78,82,79.0,71.0,75.0,79.0,80.0,203483,79.0,73.0,71.0,80.0,75.0,79.0,78.0,79.0,77.0,73.0,CAM CM ,79.0,73.0,71.0,80.0,75.0,79.0,78.0,79.0,77.0,73.0,79.0
228,K. Bellarabi,27,https://cdn.sofifa.org/48/18/players/202857.png,Germany,https://cdn.sofifa.org/flags/21.png,82,82,Bayer 04 Leverkusen,https://cdn.sofifa.org/24/18/teams/32.png,€23M,€67K,1965,91,59,86,78,82,77,76,70,87,75,58,10,12,7,11,10,48,38,75,59,78,28,57,78,81,80,85,33,93,73,30,68,77,72,80.0,48.0,57.0,81.0,72.0,202857,80.0,58.0,48.0,72.0,57.0,81.0,80.0,77.0,82.0,63.0,RM ,80.0,58.0,48.0,72.0,57.0,81.0,80.0,77.0,82.0,63.0,77.0
229,R. Sterling,22,https://cdn.sofifa.org/48/18/players/202652.png,England,https://cdn.sofifa.org/flags/14.png,82,87,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€29.5M,€140K,1960,94,34,91,92,84,74,73,64,85,73,49,15,12,12,15,9,38,26,60,67,70,48,63,81,79,81,68,54,92,75,58,64,75,59,80.0,53.0,61.0,80.0,74.0,202652,80.0,64.0,53.0,74.0,61.0,80.0,81.0,74.0,81.0,67.0,LM RM RW ,80.0,64.0,53.0,74.0,61.0,80.0,81.0,74.0,81.0,67.0,74.0
230,Suso,23,https://cdn.sofifa.org/48/18/players/202651.png,Spain,https://cdn.sofifa.org/flags/45.png,82,87,Milan,https://cdn.sofifa.org/24/18/teams/47.png,€29.5M,€110K,1911,84,23,86,86,89,76,81,84,87,70,80,15,15,9,8,9,50,20,50,75,82,19,72,76,78,83,78,18,80,77,23,50,82,72,82.0,37.0,53.0,81.0,75.0,202651,82.0,53.0,37.0,75.0,53.0,81.0,82.0,74.0,82.0,58.0,RW ,82.0,53.0,37.0,75.0,53.0,81.0,82.0,74.0,82.0,58.0,74.0
231,Deulofeu,23,https://cdn.sofifa.org/48/18/players/202477.png,Spain,https://cdn.sofifa.org/flags/45.png,82,89,FC Barcelona,https://cdn.sofifa.org/24/18/teams/241.png,€31M,€165K,1946,93,40,93,79,87,76,76,84,89,70,78,12,16,14,11,11,40,25,72,62,65,20,78,78,78,79,72,22,93,78,30,59,74,68,80.0,41.0,53.0,80.0,72.0,202477,80.0,55.0,41.0,72.0,53.0,80.0,81.0,74.0,82.0,60.0,RW LW ,80.0,55.0,41.0,72.0,53.0,80.0,81.0,74.0,82.0,60.0,74.0
232,E. Dier,23,https://cdn.sofifa.org/48/18/players/202335.png,England,https://cdn.sofifa.org/flags/14.png,82,87,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,€25M,€85K,2045,70,90,56,40,70,77,67,54,66,52,77,11,14,6,13,9,83,80,77,77,72,79,70,53,76,76,83,83,74,80,82,87,66,52,68.0,81.0,78.0,67.0,72.0,202335,68.0,77.0,81.0,72.0,78.0,67.0,69.0,68.0,66.0,76.0,CM CDM CB ,68.0,77.0,81.0,72.0,78.0,67.0,69.0,68.0,66.0,76.0,68.0
233,M. Rojo,27,https://cdn.sofifa.org/48/18/players/201862.png,Argentina,https://cdn.sofifa.org/flags/52.png,82,83,Manchester United,https://cdn.sofifa.org/24/18/teams/11.png,€21M,€130K,2045,70,92,72,64,68,74,75,67,67,50,57,7,8,12,15,10,82,80,85,73,63,79,64,57,77,72,79,80,71,79,82,82,57,49,66.0,80.0,77.0,66.0,69.0,201862,66.0,77.0,80.0,69.0,77.0,66.0,68.0,67.0,66.0,76.0,LB CB ,66.0,77.0,80.0,69.0,77.0,66.0,68.0,67.0,66.0,76.0,67.0
234,Lucas,24,https://cdn.sofifa.org/48/18/players/200949.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,85,Paris Saint-Germain,https://cdn.sofifa.org/24/18/teams/73.png,€28M,€92K,2049,95,67,94,87,82,79,75,69,88,72,74,9,10,14,7,14,50,50,71,74,71,39,75,78,75,77,79,51,92,68,43,56,73,70,79.0,55.0,62.0,79.0,74.0,200949,79.0,64.0,55.0,74.0,62.0,79.0,80.0,75.0,81.0,67.0,LW RW ,79.0,64.0,55.0,74.0,62.0,79.0,80.0,75.0,81.0,67.0,75.0
235,H. Son,24,https://cdn.sofifa.org/48/18/players/200104.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,82,85,Tottenham Hotspur,https://cdn.sofifa.org/24/18/teams/18.png,€28M,€95K,1975,87,60,79,77,82,78,75,81,85,83,70,11,13,13,6,10,65,29,65,64,86,17,71,83,81,78,83,23,86,80,19,62,78,73,81.0,43.0,54.0,82.0,73.0,200104,81.0,54.0,43.0,73.0,54.0,82.0,81.0,80.0,82.0,59.0,ST RM LM ,81.0,54.0,43.0,73.0,54.0,82.0,81.0,80.0,82.0,59.0,80.0
236,F. Acerbi,29,https://cdn.sofifa.org/48/18/players/199845.png,Italy,https://cdn.sofifa.org/flags/27.png,82,82,Sassuolo,https://cdn.sofifa.org/24/18/teams/111974.png,€17M,€68K,1815,65,73,33,35,67,83,25,62,57,37,56,11,9,9,13,11,77,84,68,75,60,86,72,20,83,70,75,85,60,69,86,84,59,39,59.0,81.0,77.0,57.0,66.0,199845,59.0,73.0,81.0,66.0,77.0,57.0,57.0,58.0,53.0,70.0,CB ,59.0,73.0,81.0,66.0,77.0,57.0,57.0,58.0,53.0,70.0,58.0
237,G. Xhaka,24,https://cdn.sofifa.org/48/18/players/199503.png,Switzerland,https://cdn.sofifa.org/flags/47.png,82,85,Arsenal,https://cdn.sofifa.org/24/18/teams/1.png,€27.5M,€110K,1993,48,92,53,61,80,74,66,68,70,49,70,7,8,11,7,13,62,77,39,86,85,71,59,77,83,85,88,68,51,78,73,76,82,50,75.0,73.0,79.0,73.0,80.0,199503,75.0,71.0,73.0,80.0,79.0,73.0,72.0,69.0,70.0,73.0,CDM CM ,75.0,71.0,73.0,80.0,79.0,73.0,72.0,69.0,70.0,73.0,69.0
238,Jonathan Viera,27,https://cdn.sofifa.org/48/18/players/198164.png,Spain,https://cdn.sofifa.org/flags/45.png,82,82,UD Las Palmas,https://cdn.sofifa.org/24/18/teams/472.png,€23M,€31K,2099,86,56,89,84,83,80,75,80,88,78,76,16,16,9,14,9,41,69,69,76,79,29,74,79,79,85,70,58,76,78,67,67,87,57,83.0,60.0,70.0,81.0,81.0,198164,83.0,68.0,60.0,81.0,70.0,81.0,82.0,75.0,82.0,72.0,CAM LM CM ,83.0,68.0,60.0,81.0,70.0,81.0,82.0,75.0,82.0,72.0,75.0
239,Pizzi,27,https://cdn.sofifa.org/48/18/players/197965.png,Portugal,https://cdn.sofifa.org/flags/38.png,82,82,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€23M,€19K,2165,83,68,87,84,82,85,77,83,82,77,76,15,14,9,9,15,45,68,67,81,78,62,76,85,82,82,74,52,76,90,64,59,86,77,82.0,64.0,74.0,81.0,81.0,197965,82.0,71.0,64.0,81.0,74.0,81.0,82.0,75.0,81.0,74.0,RM CM ,82.0,71.0,64.0,81.0,74.0,81.0,82.0,75.0,81.0,74.0,75.0
240,Willian José,25,https://cdn.sofifa.org/48/18/players/195093.png,Brazil,https://cdn.sofifa.org/flags/54.png,82,86,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,€29M,€42K,1923,65,65,60,50,80,73,54,68,79,84,71,15,14,16,15,8,84,35,72,48,76,29,80,85,81,79,83,30,68,67,32,87,63,80,75.0,53.0,56.0,78.0,68.0,195093,75.0,53.0,53.0,68.0,56.0,78.0,73.0,81.0,75.0,56.0,ST ,75.0,53.0,53.0,68.0,56.0,78.0,73.0,81.0,75.0,56.0,81.0
241,O. Baumann,27,https://cdn.sofifa.org/48/18/players/193698.png,Germany,https://cdn.sofifa.org/flags/21.png,82,84,TSG 1899 Hoffenheim,https://cdn.sofifa.org/24/18/teams/10029.png,€18M,€37K,1209,47,32,45,43,17,52,14,12,19,11,11,82,82,64,81,84,16,21,73,25,13,10,22,10,81,30,21,14,51,39,18,69,41,11,,,,,,193698,,,,,,,,,,,GK ,,,,,,,,,,,
242,G. Medel,29,https://cdn.sofifa.org/48/18/players/193532.png,Chile,https://cdn.sofifa.org/flags/55.png,82,82,Be?ikta? JK,https://cdn.sofifa.org/24/18/teams/327.png,€17M,€64K,2013,74,89,78,92,74,78,55,35,63,31,45,14,7,9,6,6,68,86,92,76,59,78,62,58,80,78,65,82,74,84,84,76,72,61,68.0,80.0,80.0,65.0,74.0,193532,68.0,78.0,80.0,74.0,80.0,65.0,68.0,62.0,65.0,77.0,CB CDM ,68.0,78.0,80.0,74.0,80.0,65.0,68.0,62.0,65.0,77.0,62.0
